node_index,node_id,longitude,latitude,rain_susceptibility,rain_susceptibility_dense,sensitivity_hits,evidence_rows
234,Interpolated_3094823,98.92435455322266,30.57901954650879,0.0,0.3249662518501282,3.0,12
235,Interpolated_3094826,98.9246597290039,30.57906723022461,0.0,0.40279269218444824,3.0,12
236,Interpolated_3094829,98.92498779296875,30.579118728637695,0.16373246908187866,0.5980761051177979,3.0,12
237,Interpolated_3094832,98.92534637451172,30.57917594909668,0.0,0.21606841683387756,3.0,12
238,Interpolated_3094835,98.92569732666016,30.57923126220703,0.0,0.1902889907360077,2.0,12
239,Interpolated_3094838,98.92601013183594,30.579280853271484,0.0,0.3558644652366638,3.0,12
240,Interpolated_3094841,98.92631530761719,30.579330444335938,0.0,0.1509062796831131,2.0,12
241,Interpolated_3094844,98.9266128540039,30.579378128051758,0.0,0.14942453801631927,2.0,12
242,Interpolated_3094847,98.92691040039062,30.579423904418945,0.0,0.45113497972488403,3.0,12
243,Interpolated_3094850,98.92726135253906,30.579479217529297,0.0,0.3189326524734497,3.0,12
244,Interpolated_3094853,98.92759704589844,30.57953453063965,0.0,0.2578890919685364,3.0,12
245,Interpolated_3094857,98.92803192138672,30.579601287841797,0.005211407784372568,0.5237950682640076,3.0,12
246,Interpolated_3094860,98.92832946777344,30.579648971557617,0.0,0.18496769666671753,2.0,12
247,Interpolated_3094863,98.92862701416016,30.579696655273438,0.0,0.42249995470046997,3.0,12
248,Interpolated_3094866,98.92896270751953,30.579750061035156,0.0,0.30091553926467896,3.0,12
249,Interpolated_3094869,98.92933654785156,30.579811096191406,0.0,0.25682365894317627,3.0,12
250,Interpolated_3094872,98.92973327636719,30.579872131347656,0.030525214970111847,0.5356568098068237,3.0,12
251,Interpolated_3094875,98.9300765991211,30.579927444458008,0.0,0.32976648211479187,3.0,12
252,Interpolated_3094878,98.93038940429688,30.57997703552246,0.0,0.2130453884601593,2.0,12
253,Interpolated_3094881,98.93069458007812,30.580026626586914,0.0,0.39804717898368835,3.0,12
254,Interpolated_3094884,98.93101501464844,30.580076217651367,0.0,0.22165215015411377,3.0,12
255,Interpolated_3094887,98.93135833740234,30.58013153076172,0.19396868348121643,0.6122444272041321,3.0,12
256,Interpolated_3094890,98.9317398071289,30.580190658569336,0.0,0.3456251621246338,3.0,12
257,Interpolated_3094893,98.9321060180664,30.580249786376953,0.0,0.3972538709640503,3.0,12
258,Interpolated_3094896,98.93245697021484,30.580305099487305,0.0,0.3526598811149597,3.0,12
259,Interpolated_3094899,98.93280029296875,30.580360412597656,0.0,0.3177628219127655,3.0,12
260,Interpolated_3094904,98.9334487915039,30.580463409423828,0.0,0.06666667014360428,1.0,12
261,Interpolated_3094909,98.93431091308594,30.580598831176758,0.0,0.42910391092300415,3.0,12
262,Interpolated_3097483,98.92118835449219,30.578641891479492,0.0,0.2564113438129425,3.0,12
263,Interpolated_3097489,98.92182159423828,30.57874298095703,0.0,0.3465735614299774,3.0,12
264,Interpolated_3097492,98.922119140625,30.57879066467285,0.0,0.24652132391929626,3.0,12
265,Interpolated_3097495,98.92242431640625,30.578838348388672,0.0,0.26845401525497437,3.0,12
266,Interpolated_3097498,98.9227523803711,30.57889175415039,0.0,0.44507771730422974,3.0,12
267,Interpolated_3097501,98.923095703125,30.578947067260742,0.0,0.29273319244384766,3.0,12
268,Interpolated_3097504,98.92344665527344,30.579002380371094,0.0,0.4635106921195984,3.0,12
269,Interpolated_3097507,98.92376708984375,30.579051971435547,0.0,0.2186390608549118,2.0,12
270,Interpolated_3097510,98.92407989501953,30.5791015625,0.0,0.31664180755615234,3.0,12
271,Interpolated_3097513,98.92438507080078,30.579151153564453,0.0,0.3022141456604004,3.0,12
272,Interpolated_3097516,98.92469024658203,30.579200744628906,0.0,0.18881255388259888,2.0,12
273,Interpolated_3097519,98.9250259399414,30.579252243041992,0.0,0.06666667014360428,1.0,12
274,Interpolated_3097522,98.92537689208984,30.579309463500977,0.0,0.30954623222351074,3.0,12
275,Interpolated_3097525,98.92572784423828,30.579364776611328,0.0,0.06666667014360428,1.0,12
276,Interpolated_3097528,98.9260482788086,30.57941436767578,0.0,0.242613285779953,3.0,12
277,Interpolated_3097531,98.92634582519531,30.5794620513916,0.0,0.3342062830924988,3.0,12
278,Interpolated_3097534,98.92665100097656,30.579511642456055,0.0,0.16690900921821594,2.0,12
279,Interpolated_3097537,98.92695617675781,30.579559326171875,0.0,0.33692359924316406,3.0,12
280,Interpolated_3097540,98.92730712890625,30.57961654663086,0.0,0.39567553997039795,3.0,12
281,Interpolated_3097543,98.92765045166016,30.579669952392578,0.0,0.18928800523281097,2.0,12
282,Interpolated_3097546,98.9279556274414,30.5797176361084,0.0,0.33561062812805176,3.0,12
283,Interpolated_3097549,98.92826843261719,30.57976722717285,0.0,0.19546881318092346,2.0,12
284,Interpolated_3097552,98.92857360839844,30.579816818237305,0.0,0.3472633361816406,3.0,12
285,Interpolated_3097555,98.92890167236328,30.57986831665039,0.0,0.33282119035720825,3.0,12
